🇨🇳央视,#genre#
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225690/index.m3u8
江苏卫视,http://111.59.63.32:9901/tsfile/live/1025_1.m3u8
东方卫视,http://111.59.63.32:9901/tsfile/live/1026_1.m3u8
安徽卫视,http://111.59.63.32:9901/tsfile/live/1027_1.m3u8
湖南卫视,http://111.59.63.32:9901/tsfile/live/1028_1.m3u8
四川卫视,http://111.59.63.32:9901/tsfile/live/1029_1.m3u8
北京卫视,http://111.59.63.32:9901/tsfile/live/1030_1.m3u8
浙江卫视,http://111.59.63.32:9901/tsfile/live/1031_1.m3u8
广东卫视,http://111.59.63.32:9901/tsfile/live/1032_1.m3u8
深圳卫视,http://111.59.63.32:9901/tsfile/live/1033_1.m3u8
山东卫视,http://111.59.63.32:9901/tsfile/live/1034_1.m3u8
重庆卫视,http://111.59.63.32:9901/tsfile/live/1035_1.m3u8
贵州卫视,http://111.59.63.32:9901/tsfile/live/1036_1.m3u8
云南卫视,http://111.59.63.32:9901/tsfile/live/1037_1.m3u8
内蒙古卫视,http://111.59.63.32:9901/tsfile/live/1038_1.m3u8
新疆卫视,http://111.59.63.32:9901/tsfile/live/1039_1.m3u8
宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040_1.m3u8
辽宁卫视,http://111.59.63.32:9901/tsfile/live/1041_1.m3u8
江西卫视,http://111.59.63.32:9901/tsfile/live/1042_1.m3u8
吉林卫视,http://111.59.63.32:9901/tsfile/live/1043_1.m3u8
湖北卫视,http://111.59.63.32:9901/tsfile/live/1044_1.m3u8
黑龙江卫视,http://111.59.63.32:9901/tsfile/live/1045_1.m3u8
天津卫视,http://111.59.63.32:9901/tsfile/live/1047_1.m3u8


📸土味,#genre#

🎬杂1,#genre#

🎬杂2,#genre#
Natural TV,http://137.74.205.201/medmuzik/MedStream/playlist.m3u8
JIN TV,http://142.44.214.231:1935/saheltv/myStream/playlist.m3u8
CCX news,http://156.142.85.152/live/WIFI-2096k-1080p/WIFI-2096k-1080p.m3u8
MariahCarey-GTFO,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0tL77QUoxsHs9gE.mp4
SelenaGomez&amp;amp;TheSc,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg45qY9wUonJT41gc.mp4
MichaelJackson&amp;amp;Ak,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg89L77QUogoiRlwY.mp4
Mashup-Germany-TopofthePo,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghLq04wUo9ZfwvgY.mp4
BeckyG-Mayores,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghrTW4gUojKzXlwI.mp4
sandran.-ballerina,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl5_k4wUom-bC1wc.mp4
Meg&amp;amp;Dia-AmericanS,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgldP77QUoyIuoNw.mp4
MARINA-OrangeTrees,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-NL77QUomoC-1Ac.mp4
Miranda.Lambert-Kerosene,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgq8DQ_QUozLf12AM.mp4
SharonDoorson-HowYouLikeI,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-qCk4wUo2I3d5QU.mp4
BeckyG_NattiNatasha-SinPi,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtrTW4gUous_5gQM.mp4
MaggieLindemann-WouldI,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyNL77QUoqpOU7AM.mp4
MaddiePoppe-GoingGoingGon,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgytL77QUonufRmwQ.mp4
Mama!,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz_i74wUoqqig5gI.mp4
Prime Asia TV,http://158.69.124.9:1935/sardaritv/sardaritv/playlist.m3u8
FASTWAT NEWS,http://163.47.214.155:1935/fwnews/live/playlist.m3u8
FRESH NEWS,http://167.99.65.12:1935/live/ngrp:myStream_all/chunklist.m3u8
MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
Перший Зах?дний (Львов),http://194.50.51.34/playlist.m3u8
TVRI 1,http://210.210.155.35/qwr9ew/s/s11/01.m3u8
Zee Bioskop,http://210.210.155.35/qwr9ew/s/s32/01.m3u8
Zee Bioskop,http://210.210.155.35/qwr9ew/s/s32/01.m3u8?fluxustv.m3u8
Thrill,http://210.210.155.35/qwr9ew/s/s34/01.m3u8?fluxustv.m3u8
Aniplus,http://210.210.155.35/session/0d216142-f3f5-11e8-ab67-89df93dc8d44/dr9445/h/h02/01.m3u8
Thrill,http://210.210.155.35/session/c8a974dc-7e3d-11e8-bf09-b82a72d63267/qwr9ew/s/s34/01.m3u8
K Plus,http://210.210.155.35/uq2663/h/h08/01.m3u8?fluxustv.m3u8
K+,http://210.210.155.35/uq2663/h/h08/index.m3u8
One (Indonesian Sub),http://210.210.155.35/uq2663/h/h143/02.m3u8
ALKORQAPLUS,http://32.shqiptv.org/korca/albplus/index.m3u8
PUNKTum,http://5856e1a25f71a.streamlock.net:1935/easycast8-live/mp4:livestreamhd4/playlist.m3u8
OK Wernigerode,http://58bd5b7a98e04.streamlock.net/medienasa-live/mp4:ok-stendal_high/playlist.m3u8
CIRA TV,http://58bd5b7a98e04.streamlock.net/medienasa-live/mp4:ok-wernigerode_high/playlist.m3u8
Ran 1,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-dessau_high/playlist.m3u8
OK Stendal,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-merseburg_high/playlist.m3u8
Sonnenklar.TV,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-wernigerode_high/playlist.m3u8
PUNKTum Fernsehen,http://58bd5b7a98e04.streamlock.net/medienasa-live/punktum_high/playlist.m3u8
OK Merseburg-Querfurt (10,http://58bd5b7a98e04.streamlock.net/medienasa-live/rbw_high/playlist.m3u8
Radio 51 TV,http://59d7d6f47d7fc.streamlock.net/canale51/canale51/playlist.m3u8
RMK TV Sciacca,http://59d7d6f47d7fc.streamlock.net:1935/elivebresciatv/elivebresciatv/playlist.m3u8
苔湾番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
Health TV,http://62.113.210.250/medienasa-live/BLKonline_high/playlist.m3u8
MDF.1,http://62.113.210.250/medienasa-live/mdf1_high/agustiny.m3u8
Oberlausitz TV,http://62.113.210.250/medienasa-live/mdf1_high/playlist.m3u8
RAN1 Regionalfernsehen (1,http://62.113.210.250/medienasa-live/mp4:ran1_high/master.m3u8
oeins (Oldenburg),http://62.113.210.250/medienasa-live/punktum_high/master.m3u8
Elbekanal Sch?nebeck,http://62.113.210.250/medienasa-live/RFH_high/master.m3u8
Light Channel,http://62.113.210.250:1935/medienasa-live/mp4:ran1_high/playlist.m3u8
RBW,http://62.113.210.250:1935/medienasa-live/ran1_high/playlist.m3u8
OK Dessau,http://62.67.13.53:1935/HealthTV/ghtv_live_master.stream/playlist.m3u8
ATD TV (American TV of Da,http://66.242.170.53/hls/live/temp/index.m3u8
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
Fashion &amp; Lifestyle,http://85.238.112.69:8811/hls_sec/239.0.4.18-.m3u8
Селенга ТВ,http://90.188.37.86/live/playlist.m3u8
Первый городской (Одесса),http://91.194.79.46:8081/stream1/channel1/playlist.m3u8
4 канал,http://91.194.79.46:8081/stream2/channel2/playlist.m3u8
RUTV,http://92.50.128.180/utv/1358/index.m3u8
4канал,http://95.67.106.10/hls/nta_ua_hi/index.m3u8
ПервыйДеловой,http://95.67.127.156/hls/pershij-dlovij_ua_hi/index.m3u8
ПравдаТУТ,http://95.67.17.131/hls/pravdatytkievshina_ua_hi/index.m3u8
Радио Люкс,http://95.67.21.100/hls/prm_ua_hi/index.m3u8
РЕН ТВ,http://ad-hls-rentv.cdnvideo.ru/ren/smil:ren.smil/playlist.m3u8
ADiTV,http://aditv.onlivestreaming.net/aditv/livestream/playlist.m3u8
DAAI TV,http://45.126.83.51/qwr9ew/s/s13/index.m3u8
Diva,http://45.126.83.51/uq2663/h/h11/index.m3u8
Самара ГИС Not 24/7,http://45.67.57.9:8080/new/new/playlist.m3u8
ЛДПР ТВ,http://46.46.143.222:1935/live/mp4:ldpr.stream/playlist.m3u8
ЛДПР ТВ,http://46.46.143.222:1935/live/mp4:ldpr.stream_720p/playlist.m3u8
Kanal T,http://51.15.2.151/hls/kanalavrupa.m3u8
Persiana Junior,http://51.210.199.14/hls/stream.m3u8
TV78,http://51.210.199.18/hls/stream.m3u8
Persiana Nostalgia,http://51.210.199.19/hls/stream.m3u8
TV7 Colmar,http://51.210.199.21/hls/stream.m3u8
PersianaIranian,http://51.210.199.22/hls/stream.m3u8
PersianaDocumentary,http://51.210.199.23/hls/stream.m3u8
PersianaMusic,http://51.210.199.24/hls/stream.m3u8
City Music TV,http://5592f056abba8.streamlock.net/citytv/citytv/playlist.m3u8
美丽人生,http://58.99.33.16:1935/liveedge17/live_070_3.stream/chunklist.m3u8
海豚综合,http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
中苔湾生活网,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8

📼说电影,#genre#



🗺️电影,#genre#
斗鸡,https://ukzy.ukubf3.com/20220513/KHN7xBIP/index.m3u8

二子开店,https://v4.cdtlas.com/20220517/U4cgvrIR/index.m3u8

天生胆小,https://v4.cdtlas.com/20220302/93FVqJW6/index.m3u8

喜剧明星,https://s1.zoubuting.com/20220621/opwOk4h4/index.m3u8

顽主,https://ukzy.ukubf4.com/20220407/kY7KMddv/index.m3u8

瞧这一家子,https://ukzy.ukubf3.com/20220505/qSkREtXc/index.m3u8


没完没了,https://vod1.bdzybf7.com/20220511/SpcVfCxn/index.m3u8

甲方乙方,https://ukzy.ukubf4.com/20220408/u9E9q1lY/index.m3u8
千里之外FHD,http://em.21dtv.com/songs/60114086.mkv
新精武门:武魂,https://vip.lz-cdn1.com/20220318/282_6776ba05/index.m3u8



📀4  K,#genre#
4K超,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd
4k超,http://open.live-web.timetv.cn/live03/cctv4k.m3u8
CCTV4K F,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
纯享4k,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4k,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
欢笑剧场4k,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
欢笑剧场4K超,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
纯享4k,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8 $4K

👩‍🏭少儿,#genre#

海绵宝宝,http://txtest-xp2p.p2p.huya.com/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1.xs
黑莓动画,http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8
哈哈炫动,http://112.25.48.13/live/program/live/hhxdhd/4000000/mnf.m3u8
哈哈炫动,http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/1400.m3u8?

zte_auth=ae0fcdac&ztecid=201600020005&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=LPjne9%2Bz7%2B

%2F905ByFWbN5McknogfJXrVwjUFLaeEL29vpHGrk2l%2FUHYgN1aASj376oO1xLnnHQM%2
金鹰卡通,http://223.151.51.27:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/88888888/3221225554/index.m3u8?fmt=ts2hls
金鹰卡通,http://222.240.82.92:9901/tsfile/live/1003_1.m3u8
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/index.m3u8?A

&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/index.m3u8?A=&IASHttpSessionId=OTT
金鹰卡通,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000613
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/1000.m3u8?

IASHttpSessionId=OTT2933020211208004916069966&zte_bandwidth=1000&bandwidth=1433600&ispcode=3&timeformat=local&channel=201600020004&ztecid=201600

020004&m3u8_level=2&A=
金鹰卡通,http://124.232.233.15:6610/000000001001/201600020009/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
金鹰卡通,http://183.207.249.5:80/PLTV/4/224/3221226303/index.m3u8?
金鹰卡通,http://124.232.233.17:6610/000000001001/201600020009/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/index.m3u8?
中华小当家,http://txtest-xp2p.p2p.huya.com/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1.xs
猫和老鼠,http://txtest-xp2p.p2p.huya.com/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.xs
小猪佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
哆啦A梦2,http://txtest-xp2p.p2p.huya.com/1524418078-1524418078-6547325790441177088-3048959612-10057-A-0-1.xs
成龙历险记,http://txtest-xp2p.p2p.huya.com/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.xs
路飞海盗,http://txtest-xp2p.p2p.huya.com/1199512045291-1199512045291-5223409117950902272-2399024214038-10057-A-0-1.xs
动画小品,http://txtest-xp2p.p2p.huya.com/1449698104-1449698104-6226405945753206784-2847699140-10057-A-0-1.xs
狮子王国,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
猪侠英雄,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
动画片莽荒纪,http://mmitv.top/pltv/yy.php?id=1354930977
哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
金鹰卡通,http://183.207.249.5:80/PLTV/4/224/3221226303/index.m3u8?
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8
南京少兒,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
江西少儿,http://39.137.49.76:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls

gotcha05&expires=1653976167&len=0&oi=2863848282&pt=h5&qn=10000&trid=1003f750cec923ec4da89b3cf1ecf2c449cc&sigparams=cdn,expires,len,oi,pt,qn,trid

&sign=6d1e6d268e86af0e844bf003dac68a69&ptype=0&src=57345&sl=2&source=one&sk=a0c25008b398b32a5c516910050c7278&order=1
中华小当家-,http://fangsong.live/hls/bili.php?id=655291

蜡笔小新-,http://fangsong.live/hls/bili.php?id=11579951

哆啦A梦,http://txtest-xp2p.p2p.huya.com/1524418078-1524418078-6547325790441177088-3048959612-10057-A-0-1.xs

中华小当家,http://txtest-xp2p.p2p.huya.com/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1.xs



猫和老鼠,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
猫和老鼠,http://118.26.120.23:55336/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
猫和老鼠H,http://txtest-xp2p.p2p.huya.com/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.xs


